"","population","sample","validation","training","N","id","RefNum","alpha","beta","pe","biasFun","chance","percent","kappa"
"32",0.45250625,0.4513375,0.465073529411765,0.470588235294118,34,1,32,3,4.5,0.0368255366524681,"zipf",0.04541015625,0.440466101694915,0.413848888118254
"33",0.45250625,0.4513375,0.466071428571429,0.469642857142857,35,1,32,3,4.5,0.0368255366524681,"zipf",0.04541015625,0.440466101694915,0.413848888118254
"34",0.45250625,0.4513375,0.466145833333333,0.470486111111111,36,1,32,3,4.5,0.0368255366524681,"zipf",0.04541015625,0.440466101694915,0.413848888118254
"35",0.45250625,0.4513375,0.465371621621622,0.471283783783784,37,1,32,3,4.5,0.0368255366524681,"zipf",0.04541015625,0.440466101694915,0.413848888118254
"36",0.45250625,0.4513375,0.467105263157895,0.470394736842105,38,1,32,3,4.5,0.0368255366524681,"zipf",0.04541015625,0.440466101694915,0.413848888118254
"37",0.45250625,0.4513375,0.463942307692308,0.467948717948718,39,1,32,3,4.5,0.0368255366524681,"zipf",0.04541015625,0.440466101694915,0.413848888118254
"38",0.45250625,0.4513375,0.46484375,0.46875,40,1,32,3,4.5,0.0368255366524681,"zipf",0.04541015625,0.440466101694915,0.413848888118254
"39",0.45250625,0.4513375,0.461890243902439,0.465701219512195,41,1,32,3,4.5,0.0368255366524681,"zipf",0.04541015625,0.440466101694915,0.413848888118254
"40",0.45250625,0.4513375,0.459821428571429,0.464285714285714,42,1,32,3,4.5,0.0368255366524681,"zipf",0.04541015625,0.440466101694915,0.413848888118254
"41",0.45250625,0.452234375,0.456395348837209,0.461482558139535,43,1,32,3,4.5,0.0368255366524681,"zipf",0.04541015625,0.440466101694915,0.413848888118254
"42",0.45250625,0.452234375,0.456676136363636,0.461647727272727,44,1,32,3,4.5,0.0368255366524681,"zipf",0.04541015625,0.440466101694915,0.413848888118254
"43",0.45250625,0.452234375,0.455555555555556,0.461111111111111,45,1,32,3,4.5,0.0368255366524681,"zipf",0.04541015625,0.440466101694915,0.413848888118254
"44",0.45250625,0.451271875,0.455842391304348,0.461277173913043,46,1,32,3,4.5,0.0368255366524681,"zipf",0.04541015625,0.440466101694915,0.413848888118254
"45",0.45250625,0.451271875,0.454787234042553,0.460106382978723,47,1,32,3,4.5,0.0368255366524681,"zipf",0.04541015625,0.440466101694915,0.413848888118254
"46",0.45250625,0.4513375,0.457682291666667,0.461588541666667,48,1,32,3,4.5,0.0368255366524681,"zipf",0.04541015625,0.440466101694915,0.413848888118254
"47",0.45250625,0.452234375,0.457908163265306,0.461734693877551,49,1,32,3,4.5,0.0368255366524681,"zipf",0.04541015625,0.440466101694915,0.413848888118254
"48",0.45250625,0.452234375,0.456875,0.460625,50,1,32,3,4.5,0.0368255366524681,"zipf",0.04541015625,0.440466101694915,0.413848888118254
"49",0.45250625,0.452234375,0.457720588235294,0.460171568627451,51,1,32,3,4.5,0.0368255366524681,"zipf",0.04541015625,0.440466101694915,0.413848888118254
"50",0.45250625,0.452234375,0.457331730769231,0.459735576923077,52,1,32,3,4.5,0.0368255366524681,"zipf",0.04541015625,0.440466101694915,0.413848888118254
"51",0.45250625,0.452234375,0.457547169811321,0.459905660377358,53,1,32,3,4.5,0.0368255366524681,"zipf",0.04541015625,0.440466101694915,0.413848888118254
"52",0.45250625,0.452234375,0.456597222222222,0.458912037037037,54,1,32,3,4.5,0.0368255366524681,"zipf",0.04541015625,0.440466101694915,0.413848888118254
"53",0.45250625,0.452234375,0.455113636363636,0.457386363636364,55,1,32,3,4.5,0.0368255366524681,"zipf",0.04541015625,0.440466101694915,0.413848888118254
"54",0.45250625,0.452234375,0.455915178571429,0.458147321428571,56,1,32,3,4.5,0.0368255366524681,"zipf",0.04541015625,0.440466101694915,0.413848888118254
"55",0.45250625,0.452234375,0.453947368421053,0.456140350877193,57,1,32,3,4.5,0.0368255366524681,"zipf",0.04541015625,0.440466101694915,0.413848888118254
"56",0.45250625,0.452234375,0.453125,0.455280172413793,58,1,32,3,4.5,0.0368255366524681,"zipf",0.04541015625,0.440466101694915,0.413848888118254
"57",0.45250625,0.452234375,0.456567796610169,0.457097457627119,59,1,32,3,4.5,0.0368255366524681,"zipf",0.04541015625,0.440466101694915,0.413848888118254
"58",0.45250625,0.452234375,0.457291666666667,0.4578125,60,1,32,3,4.5,0.0368255366524681,"zipf",0.04541015625,0.440466101694915,0.413848888118254
"59",0.125075,0.0834916666666667,0.0694444444444444,0.25,3,2,24,1.4,21,0.116531159256119,"norm",0.115942322530864,0.166101694915254,0.056737669569236
"60",0.125075,0.0860333333333333,0.145833333333333,0.239583333333333,4,2,24,1.4,21,0.116531159256119,"norm",0.115942322530864,0.166101694915254,0.056737669569236
"61",0.125075,0.0974833333333333,0.15,0.216666666666667,5,2,24,1.4,21,0.116531159256119,"norm",0.115942322530864,0.166101694915254,0.056737669569236
"62",0.125075,0.0870208333333333,0.125,0.215277777777778,6,2,24,1.4,21,0.116531159256119,"norm",0.115942322530864,0.166101694915254,0.056737669569236
"63",0.125075,0.0870208333333333,0.142857142857143,0.202380952380952,7,2,24,1.4,21,0.116531159256119,"norm",0.115942322530864,0.166101694915254,0.056737669569236
"64",0.125075,0.08575,0.140625,0.203125,8,2,24,1.4,21,0.116531159256119,"norm",0.115942322530864,0.166101694915254,0.056737669569236
"65",0.125075,0.0930833333333333,0.0972222222222222,0.194444444444444,9,2,24,1.4,21,0.116531159256119,"norm",0.115942322530864,0.166101694915254,0.056737669569236
"66",0.125075,0.0814208333333333,0.116666666666667,0.195833333333333,10,2,24,1.4,21,0.116531159256119,"norm",0.115942322530864,0.166101694915254,0.056737669569236
"67",0.125075,0.0961375,0.102272727272727,0.193181818181818,11,2,24,1.4,21,0.116531159256119,"norm",0.115942322530864,0.166101694915254,0.056737669569236
"68",0.125075,0.1060375,0.0868055555555556,0.184027777777778,12,2,24,1.4,21,0.116531159256119,"norm",0.115942322530864,0.166101694915254,0.056737669569236
"69",0.125075,0.0956666666666667,0.137820512820513,0.185897435897436,13,2,24,1.4,21,0.116531159256119,"norm",0.115942322530864,0.166101694915254,0.056737669569236
"70",0.125075,0.0956666666666667,0.12797619047619,0.178571428571429,14,2,24,1.4,21,0.116531159256119,"norm",0.115942322530864,0.166101694915254,0.056737669569236
"71",0.125075,0.0956666666666667,0.136111111111111,0.172222222222222,15,2,24,1.4,21,0.116531159256119,"norm",0.115942322530864,0.166101694915254,0.056737669569236
"72",0.125075,0.108454166666667,0.106770833333333,0.166666666666667,16,2,24,1.4,21,0.116531159256119,"norm",0.115942322530864,0.166101694915254,0.056737669569236
"73",0.125075,0.1062625,0.102941176470588,0.161764705882353,17,2,24,1.4,21,0.116531159256119,"norm",0.115942322530864,0.166101694915254,0.056737669569236
"74",0.125075,0.107529166666667,0.0949074074074074,0.159722222222222,18,2,24,1.4,21,0.116531159256119,"norm",0.115942322530864,0.166101694915254,0.056737669569236
"75",0.125075,0.1136,0.103070175438596,0.160087719298246,19,2,24,1.4,21,0.116531159256119,"norm",0.115942322530864,0.166101694915254,0.056737669569236
"76",0.125075,0.111316666666667,0.0875,0.158333333333333,20,2,24,1.4,21,0.116531159256119,"norm",0.115942322530864,0.166101694915254,0.056737669569236
"77",0.125075,0.112241666666667,0.0972222222222222,0.156746031746032,21,2,24,1.4,21,0.116531159256119,"norm",0.115942322530864,0.166101694915254,0.056737669569236
"78",0.125075,0.111516666666667,0.0965909090909091,0.151515151515152,22,2,24,1.4,21,0.116531159256119,"norm",0.115942322530864,0.166101694915254,0.056737669569236
"79",0.125075,0.103925,0.0923913043478261,0.144927536231884,23,2,24,1.4,21,0.116531159256119,"norm",0.115942322530864,0.166101694915254,0.056737669569236
"80",0.125075,0.106208333333333,0.0920138888888889,0.142361111111111,24,2,24,1.4,21,0.116531159256119,"norm",0.115942322530864,0.166101694915254,0.056737669569236
"81",0.125075,0.103925,0.09,0.145,25,2,24,1.4,21,0.116531159256119,"norm",0.115942322530864,0.166101694915254,0.056737669569236
"82",0.125075,0.103925,0.092948717948718,0.144230769230769,26,2,24,1.4,21,0.116531159256119,"norm",0.115942322530864,0.166101694915254,0.056737669569236
"83",0.125075,0.102404166666667,0.118827160493827,0.145061728395062,27,2,24,1.4,21,0.116531159256119,"norm",0.115942322530864,0.166101694915254,0.056737669569236
"84",0.125075,0.102404166666667,0.125,0.145833333333333,28,2,24,1.4,21,0.116531159256119,"norm",0.115942322530864,0.166101694915254,0.056737669569236
"85",0.125075,0.102404166666667,0.116379310344828,0.14367816091954,29,2,24,1.4,21,0.116531159256119,"norm",0.115942322530864,0.166101694915254,0.056737669569236
"86",0.125075,0.0919416666666667,0.104166666666667,0.141666666666667,30,2,24,1.4,21,0.116531159256119,"norm",0.115942322530864,0.166101694915254,0.056737669569236
"87",0.125075,0.0919416666666667,0.0900537634408602,0.138440860215054,31,2,24,1.4,21,0.116531159256119,"norm",0.115942322530864,0.166101694915254,0.056737669569236
"88",0.125075,0.0896583333333333,0.0755208333333333,0.138020833333333,32,2,24,1.4,21,0.116531159256119,"norm",0.115942322530864,0.166101694915254,0.056737669569236
"89",0.125075,0.09725,0.0833333333333333,0.138888888888889,33,2,24,1.4,21,0.116531159256119,"norm",0.115942322530864,0.166101694915254,0.056737669569236
"90",0.125075,0.112329166666667,0.0625,0.134803921568627,34,2,24,1.4,21,0.116531159256119,"norm",0.115942322530864,0.166101694915254,0.056737669569236
"91",0.125075,0.117925,0.0773809523809524,0.136904761904762,35,2,24,1.4,21,0.116531159256119,"norm",0.115942322530864,0.166101694915254,0.056737669569236
"92",0.125075,0.117925,0.0775462962962963,0.136574074074074,36,2,24,1.4,21,0.116531159256119,"norm",0.115942322530864,0.166101694915254,0.056737669569236
"93",0.125075,0.117408333333333,0.0990990990990991,0.140765765765766,37,2,24,1.4,21,0.116531159256119,"norm",0.115942322530864,0.166101694915254,0.056737669569236
"94",0.125075,0.1180375,0.0986842105263158,0.142543859649123,38,2,24,1.4,21,0.116531159256119,"norm",0.115942322530864,0.166101694915254,0.056737669569236
"95",0.125075,0.1180375,0.112179487179487,0.145299145299145,39,2,24,1.4,21,0.116531159256119,"norm",0.115942322530864,0.166101694915254,0.056737669569236
"96",0.125075,0.117408333333333,0.1125,0.144791666666667,40,2,24,1.4,21,0.116531159256119,"norm",0.115942322530864,0.166101694915254,0.056737669569236
"97",0.125075,0.117408333333333,0.108739837398374,0.145325203252033,41,2,24,1.4,21,0.116531159256119,"norm",0.115942322530864,0.166101694915254,0.056737669569236
"98",0.125075,0.117408333333333,0.121031746031746,0.143849206349206,42,2,24,1.4,21,0.116531159256119,"norm",0.115942322530864,0.166101694915254,0.056737669569236
"99",0.125075,0.1218875,0.121124031007752,0.143410852713178,43,2,24,1.4,21,0.116531159256119,"norm",0.115942322530864,0.166101694915254,0.056737669569236
"100",0.125075,0.121858333333333,0.134469696969697,0.144886363636364,44,2,24,1.4,21,0.116531159256119,"norm",0.115942322530864,0.166101694915254,0.056737669569236
"101",0.125075,0.121858333333333,0.124074074074074,0.143518518518519,45,2,24,1.4,21,0.116531159256119,"norm",0.115942322530864,0.166101694915254,0.056737669569236
"102",0.125075,0.1224875,0.125905797101449,0.144021739130435,46,2,24,1.4,21,0.116531159256119,"norm",0.115942322530864,0.166101694915254,0.056737669569236
"103",0.125075,0.1224875,0.120567375886525,0.143617021276596,47,2,24,1.4,21,0.116531159256119,"norm",0.115942322530864,0.166101694915254,0.056737669569236
"104",0.125075,0.120608333333333,0.125,0.146701388888889,48,2,24,1.4,21,0.116531159256119,"norm",0.115942322530864,0.166101694915254,0.056737669569236
"105",0.125075,0.120608333333333,0.13265306122449,0.147959183673469,49,2,24,1.4,21,0.116531159256119,"norm",0.115942322530864,0.166101694915254,0.056737669569236
"106",0.125075,0.120608333333333,0.131666666666667,0.146666666666667,50,2,24,1.4,21,0.116531159256119,"norm",0.115942322530864,0.166101694915254,0.056737669569236
"107",0.125075,0.120608333333333,0.121732026143791,0.143790849673203,51,2,24,1.4,21,0.116531159256119,"norm",0.115942322530864,0.166101694915254,0.056737669569236
"108",0.125075,0.120608333333333,0.12099358974359,0.142628205128205,52,2,24,1.4,21,0.116531159256119,"norm",0.115942322530864,0.166101694915254,0.056737669569236
"109",0.125075,0.120608333333333,0.120283018867925,0.142295597484277,53,2,24,1.4,21,0.116531159256119,"norm",0.115942322530864,0.166101694915254,0.056737669569236
"110",0.125075,0.124329166666667,0.109567901234568,0.140432098765432,54,2,24,1.4,21,0.116531159256119,"norm",0.115942322530864,0.166101694915254,0.056737669569236
"111",0.125075,0.117004166666667,0.108333333333333,0.140909090909091,55,2,24,1.4,21,0.116531159256119,"norm",0.115942322530864,0.166101694915254,0.056737669569236
"112",0.125075,0.1170375,0.133184523809524,0.142113095238095,56,2,24,1.4,21,0.116531159256119,"norm",0.115942322530864,0.166101694915254,0.056737669569236
"113",0.125075,0.1170375,0.112573099415205,0.141812865497076,57,2,24,1.4,21,0.116531159256119,"norm",0.115942322530864,0.166101694915254,0.056737669569236
"114",0.125075,0.1170375,0.11566091954023,0.142959770114943,58,2,24,1.4,21,0.116531159256119,"norm",0.115942322530864,0.166101694915254,0.056737669569236
"115",0.125075,0.1170375,0.119350282485876,0.141242937853107,59,2,24,1.4,21,0.116531159256119,"norm",0.115942322530864,0.166101694915254,0.056737669569236
"116",0.125075,0.1170375,0.114583333333333,0.142361111111111,60,2,24,1.4,21,0.116531159256119,"norm",0.115942322530864,0.166101694915254,0.056737669569236
"117",0.3721,0.302673333333333,0.266666666666667,0.466666666666667,3,3,30,1.2,3.6,0.082223415474873,"zipf",0.0792185185185185,0.387853107344633,0.33518765856318
"118",0.3721,0.303363333333333,0.3,0.466666666666667,4,3,30,1.2,3.6,0.082223415474873,"zipf",0.0792185185185185,0.387853107344633,0.33518765856318
"119",0.3721,0.337636666666667,0.333333333333333,0.453333333333333,5,3,30,1.2,3.6,0.082223415474873,"zipf",0.0792185185185185,0.387853107344633,0.33518765856318
"120",0.3721,0.337673333333333,0.355555555555556,0.433333333333333,6,3,30,1.2,3.6,0.082223415474873,"zipf",0.0792185185185185,0.387853107344633,0.33518765856318
"121",0.3721,0.347423333333333,0.376190476190476,0.419047619047619,7,3,30,1.2,3.6,0.082223415474873,"zipf",0.0792185185185185,0.387853107344633,0.33518765856318
"122",0.3721,0.35375,0.3625,0.420833333333333,8,3,30,1.2,3.6,0.082223415474873,"zipf",0.0792185185185185,0.387853107344633,0.33518765856318
"123",0.3721,0.34561,0.388888888888889,0.425925925925926,9,3,30,1.2,3.6,0.082223415474873,"zipf",0.0792185185185185,0.387853107344633,0.33518765856318
"124",0.3721,0.358003333333333,0.37,0.423333333333333,10,3,30,1.2,3.6,0.082223415474873,"zipf",0.0792185185185185,0.387853107344633,0.33518765856318
"125",0.3721,0.351886666666667,0.378787878787879,0.427272727272727,11,3,30,1.2,3.6,0.082223415474873,"zipf",0.0792185185185185,0.387853107344633,0.33518765856318
"126",0.3721,0.348886666666667,0.380555555555556,0.425,12,3,30,1.2,3.6,0.082223415474873,"zipf",0.0792185185185185,0.387853107344633,0.33518765856318
"127",0.3721,0.349863333333333,0.38974358974359,0.425641025641026,13,3,30,1.2,3.6,0.082223415474873,"zipf",0.0792185185185185,0.387853107344633,0.33518765856318
"128",0.3721,0.34879,0.392857142857143,0.423809523809524,14,3,30,1.2,3.6,0.082223415474873,"zipf",0.0792185185185185,0.387853107344633,0.33518765856318
"129",0.3721,0.34288,0.391111111111111,0.424444444444444,15,3,30,1.2,3.6,0.082223415474873,"zipf",0.0792185185185185,0.387853107344633,0.33518765856318
"130",0.3721,0.347203333333333,0.385416666666667,0.422916666666667,16,3,30,1.2,3.6,0.082223415474873,"zipf",0.0792185185185185,0.387853107344633,0.33518765856318
"131",0.3721,0.351523333333333,0.37843137254902,0.419607843137255,17,3,30,1.2,3.6,0.082223415474873,"zipf",0.0792185185185185,0.387853107344633,0.33518765856318
"132",0.3721,0.351323333333333,0.394444444444444,0.42037037037037,18,3,30,1.2,3.6,0.082223415474873,"zipf",0.0792185185185185,0.387853107344633,0.33518765856318
"133",0.3721,0.3609,0.387719298245614,0.417543859649123,19,3,30,1.2,3.6,0.082223415474873,"zipf",0.0792185185185185,0.387853107344633,0.33518765856318
"134",0.3721,0.36162,0.383333333333333,0.413333333333333,20,3,30,1.2,3.6,0.082223415474873,"zipf",0.0792185185185185,0.387853107344633,0.33518765856318
"135",0.3721,0.362666666666667,0.384126984126984,0.411111111111111,21,3,30,1.2,3.6,0.082223415474873,"zipf",0.0792185185185185,0.387853107344633,0.33518765856318
"136",0.3721,0.362426666666667,0.390909090909091,0.413636363636364,22,3,30,1.2,3.6,0.082223415474873,"zipf",0.0792185185185185,0.387853107344633,0.33518765856318
"137",0.3721,0.362433333333333,0.389855072463768,0.411594202898551,23,3,30,1.2,3.6,0.082223415474873,"zipf",0.0792185185185185,0.387853107344633,0.33518765856318
"138",0.3721,0.362433333333333,0.391666666666667,0.4125,24,3,30,1.2,3.6,0.082223415474873,"zipf",0.0792185185185185,0.387853107344633,0.33518765856318
"139",0.3721,0.361383333333333,0.396,0.416,25,3,30,1.2,3.6,0.082223415474873,"zipf",0.0792185185185185,0.387853107344633,0.33518765856318
"140",0.3721,0.36058,0.403846153846154,0.417948717948718,26,3,30,1.2,3.6,0.082223415474873,"zipf",0.0792185185185185,0.387853107344633,0.33518765856318
"141",0.3721,0.360576666666667,0.397530864197531,0.416049382716049,27,3,30,1.2,3.6,0.082223415474873,"zipf",0.0792185185185185,0.387853107344633,0.33518765856318
"142",0.3721,0.36058,0.395238095238095,0.413095238095238,28,3,30,1.2,3.6,0.082223415474873,"zipf",0.0792185185185185,0.387853107344633,0.33518765856318
"143",0.3721,0.36068,0.397701149425287,0.411494252873563,29,3,30,1.2,3.6,0.082223415474873,"zipf",0.0792185185185185,0.387853107344633,0.33518765856318
"144",0.3721,0.36068,0.395555555555556,0.408888888888889,30,3,30,1.2,3.6,0.082223415474873,"zipf",0.0792185185185185,0.387853107344633,0.33518765856318
"145",0.3721,0.361623333333333,0.394623655913978,0.40752688172043,31,3,30,1.2,3.6,0.082223415474873,"zipf",0.0792185185185185,0.387853107344633,0.33518765856318
"146",0.3721,0.361623333333333,0.394791666666667,0.409375,32,3,30,1.2,3.6,0.082223415474873,"zipf",0.0792185185185185,0.387853107344633,0.33518765856318
"147",0.3721,0.361623333333333,0.395959595959596,0.408080808080808,33,3,30,1.2,3.6,0.082223415474873,"zipf",0.0792185185185185,0.387853107344633,0.33518765856318
"148",0.3721,0.361623333333333,0.398039215686274,0.409803921568627,34,3,30,1.2,3.6,0.082223415474873,"zipf",0.0792185185185185,0.387853107344633,0.33518765856318
"149",0.3721,0.361623333333333,0.392380952380952,0.403809523809524,35,3,30,1.2,3.6,0.082223415474873,"zipf",0.0792185185185185,0.387853107344633,0.33518765856318
"150",0.3721,0.361623333333333,0.388888888888889,0.4,36,3,30,1.2,3.6,0.082223415474873,"zipf",0.0792185185185185,0.387853107344633,0.33518765856318
"151",0.3721,0.361623333333333,0.383783783783784,0.396396396396396,37,3,30,1.2,3.6,0.082223415474873,"zipf",0.0792185185185185,0.387853107344633,0.33518765856318
"152",0.3721,0.361623333333333,0.385087719298246,0.397368421052632,38,3,30,1.2,3.6,0.082223415474873,"zipf",0.0792185185185185,0.387853107344633,0.33518765856318
"153",0.3721,0.3625,0.387179487179487,0.4,39,3,30,1.2,3.6,0.082223415474873,"zipf",0.0792185185185185,0.387853107344633,0.33518765856318
"154",0.3721,0.362676666666667,0.385,0.3975,40,3,30,1.2,3.6,0.082223415474873,"zipf",0.0792185185185185,0.387853107344633,0.33518765856318
"155",0.3721,0.362673333333333,0.389430894308943,0.396747967479675,41,3,30,1.2,3.6,0.082223415474873,"zipf",0.0792185185185185,0.387853107344633,0.33518765856318
"156",0.3721,0.361623333333333,0.384920634920635,0.397619047619048,42,3,30,1.2,3.6,0.082223415474873,"zipf",0.0792185185185185,0.387853107344633,0.33518765856318
"157",0.3721,0.361623333333333,0.385271317829457,0.398449612403101,43,3,30,1.2,3.6,0.082223415474873,"zipf",0.0792185185185185,0.387853107344633,0.33518765856318
"158",0.3721,0.361623333333333,0.384848484848485,0.397727272727273,44,3,30,1.2,3.6,0.082223415474873,"zipf",0.0792185185185185,0.387853107344633,0.33518765856318
"159",0.3721,0.361623333333333,0.384444444444444,0.397037037037037,45,3,30,1.2,3.6,0.082223415474873,"zipf",0.0792185185185185,0.387853107344633,0.33518765856318
"160",0.3721,0.361753333333333,0.384782608695652,0.397826086956522,46,3,30,1.2,3.6,0.082223415474873,"zipf",0.0792185185185185,0.387853107344633,0.33518765856318
"161",0.3721,0.36324,0.382978723404255,0.397163120567376,47,3,30,1.2,3.6,0.082223415474873,"zipf",0.0792185185185185,0.387853107344633,0.33518765856318
"162",0.3721,0.362196666666667,0.374305555555556,0.396527777777778,48,3,30,1.2,3.6,0.082223415474873,"zipf",0.0792185185185185,0.387853107344633,0.33518765856318
"163",0.3721,0.36071,0.372108843537415,0.393877551020408,49,3,30,1.2,3.6,0.082223415474873,"zipf",0.0792185185185185,0.387853107344633,0.33518765856318
"164",0.3721,0.366003333333333,0.372,0.392666666666667,50,3,30,1.2,3.6,0.082223415474873,"zipf",0.0792185185185185,0.387853107344633,0.33518765856318
"165",0.3721,0.364936666666667,0.379738562091503,0.39281045751634,51,3,30,1.2,3.6,0.082223415474873,"zipf",0.0792185185185185,0.387853107344633,0.33518765856318
"166",0.3721,0.364936666666667,0.376923076923077,0.389102564102564,52,3,30,1.2,3.6,0.082223415474873,"zipf",0.0792185185185185,0.387853107344633,0.33518765856318
"167",0.3721,0.36598,0.379874213836478,0.388679245283019,53,3,30,1.2,3.6,0.082223415474873,"zipf",0.0792185185185185,0.387853107344633,0.33518765856318
"168",0.3721,0.36598,0.37962962962963,0.388271604938272,54,3,30,1.2,3.6,0.082223415474873,"zipf",0.0792185185185185,0.387853107344633,0.33518765856318
"169",0.3721,0.36598,0.38,0.388484848484848,55,3,30,1.2,3.6,0.082223415474873,"zipf",0.0792185185185185,0.387853107344633,0.33518765856318
"170",0.3721,0.36598,0.378571428571429,0.386904761904762,56,3,30,1.2,3.6,0.082223415474873,"zipf",0.0792185185185185,0.387853107344633,0.33518765856318
"171",0.3721,0.36598,0.380116959064327,0.388304093567251,57,3,30,1.2,3.6,0.082223415474873,"zipf",0.0792185185185185,0.387853107344633,0.33518765856318
"172",0.3721,0.36598,0.381609195402299,0.389655172413793,58,3,30,1.2,3.6,0.082223415474873,"zipf",0.0792185185185185,0.387853107344633,0.33518765856318
"173",0.3721,0.36598,0.381920903954802,0.389265536723164,59,3,30,1.2,3.6,0.082223415474873,"zipf",0.0792185185185185,0.387853107344633,0.33518765856318
"174",0.3721,0.36598,0.379444444444444,0.387222222222222,60,3,30,1.2,3.6,0.082223415474873,"zipf",0.0792185185185185,0.387853107344633,0.33518765856318
